93005,
293227,
66559,
325332,
154230,
104191,
276238,
108237,
859379,
146555,
205246,
222652,
89887,
340494,
144779,
172487,
445102,
111875,
285103,
202620,
57565,
114240,
113312,
179771,
960466,
212714,
471799,
110371,
105389,
66728,
149213
